car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
Hyundai Grand,Hyundai,Grand,6,69000,Dealer,Petrol,Automatic,18.9,1197,82.0,5,485000
Maruti Wagon R,Maruti,Wagon R,6,90000,  Individual,Gas,Manual,20.51,998,67.04,5,350000
Ford Ecosport,Ford,Ecosport,5,33000,Dealer,Gasoline,Manual,15.85,1499,110.4,5,550000
Honda City,Honda  ,City,6,15000,Owner,Petrol,Manual,17.4,1497,117.3,5,875000
Mahindra XUV500,Mahindra,XUV50,5,72000,Dealer,,MANUAL,16.0,2179,140.0,7,1245000
Maruti Swift,Maruti,Swift,2,30000,Dealer,Diesel,Automatic,28.4,1248,74.0,5,875000
Maruti Swift,  Marut,Swift,4,75000, Individual,Petrol,MAN,20.4,1197,83.11,5,475000
Maruti Vitara,Maruti,Vitara,3,30000,individual,Diesel,M/T,24.3,1248,88.5,5,711000
Honda City,Honda,City,4,25000,Individual,Petrol,AUTO,18.0,1497,117.6,5,1050000
Ford Figo,Ford,Figo,4,40000,Individual,Gas,Manual,18.12,1196,86.8,5,500000
Maruti Swift,Maruti,Swift,3,59311,  Dealer,Diesel,Manual,28.4,1248,74.0,5,800000
Hyundai i20,Hyundai,i20,9,77000,Individual,Diesel Fuel,Manual,23.0,1396,90.0,5,359000
Maruti Alto,maruti,Alto,7,53000,Car Dealer,Petrol,Manual ,23.95,998,67.05,5,290000
Maruti Swift,Marut,Swift,13,80000,Individual,Gas,Manual,16.1,1298,88.2,5,220000
Maruti Ertiga,Maruti,Ertiga,3,56000,Car Dealer,Cng,Manual,26.08,1462,91.19,7,900000
Hyundai i20,Hyundai,I20,3,30000,Dealer,Gasoline,  Manual,18.6,1197,81.86,5,850000
Datsun RediGO,Datsu,RediGO,4,28100,Car Dealer,petrol,Manual,22.7,799,53.64,5,270000
Hyundai Verna,Hyundai,Verna,4,56100, Dealer,Diesel,Manual,24.0,1396,88.76,5,750000
Hyundai Creta,Hyunda,Creta,2,40000,Individual,Diesel,M/T,22.1,1396,88.7,5,1100000
Maruti XL6,Maruti,XL6,2,20000,Individual,Petrol,M/T,19.01,1462,103.2,6,1000000
Toyota Innova,Toyota,Innov,7,44000,Dealer,Diesel,Manual,12.99,2494,100.6,7,1550000
BMW X3,BMW,X3,7,65000,Dealer,Diesel,Automatic,16.09,1995,184.0,5,2025000
Maruti Alto,Maruti,Alto,13,60000,Owner,Petrol,Manual,19.7,796,46.3,5,91000
Mahindra Marazzo,Mahindra  ,Marazzo,2,50000,Individual  ,Diesel,MAN,17.3,1497,121.0,8,1450000
Volkswagen Polo,  Volkswagen,Polo,7,40000,,Gas,Manual,16.47,1198,74.0,5,575000
Hyundai Verna,Hyundai,Verna,4,20000,Dealer,Petrol,MAN,17.01,1591,121.3,5,875000
Maruti Swift,Marut,Swift,3,50000,Individual,  Diesel,Manual,28.4,1248,74.0,5,700000
Hyundai i10,Hyundai,i10,9,75750,Dealer,Petrol,Manual,20.36,1197,78.9,5,325000
Toyota Fortuner,Toyota,Fortuner,2,33000,Dealer,Diesel Fuel,AUTO,12.9,2755,174.5,7,3300000
Hyundai Grand,Hyundai,Grand,5,29000,Dealer,Petrol,Manual,18.9,1197,82.0,5,525000
Renault Duster,Renault,Duster,4,60000,Individual,,Manual,19.87,1461,83.8,5,850000
Maruti Swift Dzire,Maruti,Swift Dzire,10,80930,Dealer,Petrol,Manual,17.5,1197,85.8,5,400000
Mahindra Scorpio,Mahindra,Scorpi,4,68000,Car Dealer,Diesel Fuel,M/T,15.4,1997,120.0,7,985000
Maruti Ertiga, Maruti,Ertiga,5,110000,Owner,Diesel,M/T,24.52,1248,88.5,7,850000
Land Rover Rover,,Rover,2,4000,  Dealer,Diesel,Automatic,12.83,2179,147.5,7,4750000
Maruti Eeco,Maruti,Eeco,11,22000,Owner,Petrol,Manual,15.37,1196,73.0,5,130000
Renault KWID,Renault,KWID,2,8500,,Gas,  Manual,23.01,999,67.0,5,440000
Honda Amaze,Honda,Amaze,3,20833,Dealer,Petrol,Manual,18.6,1199,88.76,5,825000
Hyundai Verna,Hyundai,V3rna,6,71000,Dealer,Petrol,Manual,17.1,1591,121.3,5,635000
BMW 5,BMW ,5,6,25000,Dealer,Diesel,Automatic,18.12,1995,190.0,5,2499000
Maruti Celerio,,Celerio,4,49600,Individual ,Gas,MANUAL,23.1,998,67.04,5,390000
Honda Amaze,Honda,AMaZE,7,81747,Dealer,,Manual ,18.6,1199,88.76,5,400000
Maruti Alto,Maruti,alto,6,32900,Owner,Petrol  ,Manual,23.95,998,67.1,5,350000
Maruti Ertiga, Marut,Ertiga,2,34000, Dealer,CNG,Manual,26.8,1462,103.0,7,925000
BMW X1,BMW,X1,6,45000,Car Dealer,Diesel,Automatic,17.05,1995,184.0,5,1300000
Hyundai i10,,i10,7,82000,Dealer  ,Petrol  ,MAN,20.36,1197,78.9,5,385000
Ford Figo,,Figo,11,63500,Individual,Gasoline,  Manual,15.6,1196,70.0,5,240000
Hyundai i10,Hyundai,i10,8,72000,Dealer,Petrol,Manual,19.81,1086,68.05,5,265000
Hyundai i20,Hyundai  ,I20,9,43000,Car Dealer,Diesel,Manual,22.54,1396,88.76,5,400000
BMW 3,BMW ,3,7,41000,Dealer,Diesel,Automatic,18.88,1995,184.0,5,1650000
Hyundai Verna, Hyunda,V3rna,10,46000,Dealer,Petrol,Manual,17.01,1591,121.3,5,495000
Maruti Wagon R,Maruti,Wagon R,8,40000,Dealer,Petrol,MANUAL,20.51,998,67.04,5,385000
Hyundai i20, Hyundai,i20,2,25000,Dealer  ,Petrol,M/T,18.6,1197,81.83,5,795000
Mercedes-Benz C-Class,Mercedes-Benz,C-Clas,12,56000,Dealer,Petrol,AUTO,11.74,1796,186.0,5,649000
Hyundai Creta,Hyundai,Creta,5,70000,Dealer,Diesel Fuel,Automatic,17.01,1582,126.2,5,1150000
Maruti Swift Dzire,Marut,Swift Dzire,7,89504,, Diesel,Manual,23.4,1248,74.0,5,595000
Maruti Alto,Maruti ,Alto,4,30000,Individual,Petrol,Manual,23.95,998,67.05,5,360000
Volkswagen Vento,,Vento,9,57500,dealer,Gas,Automatic,14.4,1598,103.6,5,350000
Volkswagen Polo,,Polo,5,63000,Dealer,Diesel,Manual,20.14,1498,88.0,5,655000
Honda City,Honda,City,2,9000,Owner,Diesel Fuel,M/T,25.6,1498,97.9,5,1300000
Honda CR-V,Honda,CR-V,7,59000,Dealer,Petrol,,13.7,1997,153.86,5,1525000
Toyota Fortuner,Toyota,Fortuner,10,91000,Car Dealer,Diesel,MANUAL,11.5,2982,171.0,7,1175000
Maruti Alto,Maruti,alTO,5,68000,Dealer,Petrol,Manual,23.95,998,67.05,5,325000
Hyundai Creta,Hyundai,Creta,4,20000,Individual,Petrol,Manual,13.0,1591,121.3,5,1035000
Hyundai i20,Hyundai,i20,8,70000, Individual,Petrol,M/T,18.5,1197,82.9,5,330000
Maruti Swift,Maruti,Swift,3,45000,Car Dealer,Gas,Automatic,22.0,1197,81.8,5,645000
Maruti Eeco, Marut,Eeco,8,72000,Dealer,CNG,M/T,20.88,1196,61.7,5,325000
Maruti Vitara,Maruti,Vitara,3,25000,Individual  ,,Manual,24.3,1248,88.5,5,985000
Renault Duster,R3nault,Duster,5,50000,Individual,Diesel,Automatic,19.6,1461,108.45,5,1050000
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,11,75900,Dealer,DIESEL,A/T,14.84,2143,170.0,5,850000
Renault Duster, Renault,Dust3r,6,68000,Dealer,Diesel Fuel,Manual,19.87,1461,83.8,5,497000
Hyundai i20,  Hyundai,i20,4,68678,Dealer,Diesel Fuel,Manual,21.19,1396,88.76,5,751000
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,6,33000,DEALER,Diesel Fuel,Automatic,13.0,2143,201.1,5,2450000
Hyundai i10,Hyundai,i1,5,25166,DEAler,Petrol,M/T,19.81,1086,68.05,5,375000
Mercedes-Benz E-Class,M3rcedes-Benz,E-Class,9,50000,Dealer,Petrol,MAN,12.3,1796,185.0,5,1349000
Honda City,Honda,City,12,65000,Dealer,Petrol,Manual,17.0,1497,118.0,5,275000
Bentley Continental,Bentley,Contin3ntal,10,30000,Dealer,Petrol,Automatic,8.6,5998,552.0,4,8100000
Renault Duster,R3nault,Duster,8,61000,,Diesel Fuel,Manual,20.46,1461,83.8,5,675000
Maruti Ciaz,Maruti ,Ciaz,6,50000,Individual,Gasoline,ManuAL,20.73,1373,91.1,5,700000
Honda City,Honda,city,12,80661,Dealer,Petrol,M/T,17.0,1497,118.0,5,390000
Mahindra KUV,Mahindra,KUV,5,70000,Individual,Petrol,,18.15,1198,82.0,6,275000
Toyota Innova,Toyota,Innova,8,160000,Car Dealer,Diesel Fuel,Manual,12.99,2494,100.0,8,1175000
Honda City,Honda,City,6,51000,Dealer,Petrol,MAN,17.8,1497,117.3,5,525000
Hyundai Grand,Hyunda,Grand,3,35000,Individual,,Automatic,18.9,1197,81.86,5,550000
Mercedes-Benz E-Class,Mercedes-Benz,E-CLASS,10,55000,,Diesel,Automatic,14.21,2143,203.0,5,1299000
Maruti Swift,Maruti,Swift,11,27284,Dealer,Petrol,manual,16.1,1197,85.0,5,291000
Maruti Ertiga,  Maruti,Ertiga,2,9001,Dealer,PeTrOL,Automatic,18.69,1462,103.0,7,1059000
Hyundai Santro,Hyundai,Santro,13,80000,Individual,Gasoline,Manual,17.92,1086,62.1,5,120000
Mahindra Scorpio,Mahindra,Scorpio,14,74000,Car Dealer,Diesel  ,Manual,13.5,2179,115.0,5,275000
Audi A6,Audi,A6,9,90000,Owner,Diesel Fuel, Automatic,17.68,1968,174.33,5,1250000
Toyota Innova,Toyot,Innova,5,70000,Dealer,Diesel,Manual,12.99,2494,100.6,7,945000
Hyundai i20,Hyundai,i20,4,110000,Individual,Diesel,,22.54,1396,88.73,5,800000
Maruti Vitara, Maruti,Vitara,3,20180,Car Dealer,Diesel Fuel,Automatic,24.3,1248,88.5,5,975000
Maruti Swift,Maruti,Swift,9,79000,Dealer,Diesel Fuel,Manual,17.8,1248,75.0,5,369000
Maruti Swift Dzire,Maruti,Swift Dzire,10,170000,Individual,Diesel,Manual,19.3,1248,73.9,5,270000
Tata Safari,Tata,Safari,6,50000,Owner,Diesel,,14.0,2179,138.1,7,625000
Hyundai Creta,Hyundai,Creta,2,65972,Individual,Diesel,Manual,20.5,1582,126.2,5,1360000
Maruti Vitara,MAruti,Vitara,5,65000,Dealer,Diesel, Manual,24.3,1248,88.5,5,751000
Renault KWID,Renault,KWID,5,26957,Dealer,Petrol,Manual,25.17,799,53.3,5,365000
Honda City,Honda,City,13,91000,Dealer,Petrol,Manual,16.0,1493,106.0,5,235000
Maruti Baleno,Maruti,Baleno,2,10000,Individual,Gasoline,  Manual,21.01,1197,81.8,5,550000
Maruti Swift,MarUTI,Swift,7,25000,Individual,Diesel Fuel,Manual,25.2,1248,74.0,5,405000
Hyundai Grand,Hyundai,Grand,5,20000,Car Dealer,Petrol,Manual  ,18.9,1197,82.0,5,500000
Hyundai i20,Hyunda,i20,8,50000,Individual,Petrol,Manual,18.5,1197,82.85,5,425000
Honda Amaze,Honda,Amaz3,5,40000,Dealer,Petrol,Manual,18.0,1198,86.7,5,475000
Maruti Alto,Maruti,Alto,13,110000,  Individual,Petrol,Manual ,19.7,796,46.3,5,120000
Honda WR-V,Honda,WR-V,4,62736,,Diesel,  Manual,25.5,1498,98.6,5,785000
Hyundai i20,Hyunda,i20,7,48100,Dealer,Petrol,Manual,18.6,1197,81.83,5,495000
Maruti Vitara,Maruti,Vitara,2,15000,Owner,Diesel Fuel,automatic,24.3,1248,88.5,5,942000
Maruti Ertiga,Maruti,Ertiga,8,55000,Car Dealer,Diesel,Manual,24.2,1498,93.87,7,550000
Hyundai i20,HYundaI,i20,7,49000,  Dealer,Petrol,Manual,17.0,1197,80.0,5,552000
Tata Hexa,Tata,hexa,3,10000,Individual,Diesel Fuel,MAN,17.6,2179,147.94,7,1100000
Maruti Swift Dzire,Maruti,Swift Dzire,13,115000,Owner,Diesel,,19.3,1248,73.9,5,350000
Hyundai i10,Hyundai,i10,8,45000,Individual,Gasoline,,20.36,1197,78.9,5,280000
Maruti Alto,Maruti,Alto,11,425785,Dealer,Gas,M/T,23.95,998,67.05,5,195000
Maruti Swift,Maruti,Swift,2,7000,Individual,Gas,MAN,21.21,1197,81.8,5,610000
Maruti Vitara,Maruti,Vitara,4,45000,Dealer,Diesel,Manual,24.3,1248,88.5,5,750000
Maruti Swift,Maruti,Swif,8,51200,Dealer,,M/T,16.1,1197,85.0,5,470000
Renault Duster,Renault,Duster,5,140000,Dealer,Diesel Fuel,Manual,19.87,1461,83.8,5,680000
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,9,23000,Dealer,Petrol, Automatic,10.93,3498,272.0,2,1996000
Maruti Swift,,Swift,3,25000,Dealer,petrol,Automatic,22.0,1197,81.8,5,645000
Maruti Vitara,Maruti,Vitara,2,31000,Dealer,Diesel,Manual,24.3,1248,88.5,5,900000
Hyundai i20,Hyundai,i20,11,70000,Individual,Petrol,,17.0,1197,80.0,5,200000
Hyundai Verna,Hyundai,Verna,5,35000,individual,Diesel, Manual,24.8,1396,88.7,5,655000
Hyundai Elantra,Hyunda,Elantra,6,50000,Dealer ,Petrol,Automatic,14.62,1999,149.92,5,850000
Tata Safari,Tata,Safari,9,72000,Dealer,,MAN,13.93,2179,138.1,7,450000
Hyundai Creta,Hyundai,Creta,4,70000,Individual  ,Diesel,M/T,21.38,1396,88.7,5,830000
Maruti Swift Dzire,Maruti,Swift Dzire,9,120000,Individual,Diesel,Manual,19.3,1248,73.9,5,300000
Jeep Compass,Jeep,Compass,4,43726,Dealer ,Diesel Fuel,Manual,17.1,1956,173.0,5,1625000
Maruti Wagon R,Maruti,Wagon R,10,97319,Owner,Petrol,MAN,18.9,998,67.1,5,300000
Tata Safari,Tata,SafArI,6,145000,Individual , Diesel,Manual,14.0,2179,138.1,7,550000
Mahindra Scorpio,Mahindr,Scorpi,6,48000,Dealer,Diesel,Manual,15.4,2179,120.0,8,850000
Skoda Octavia,Skoda  ,Octavia,3,29454,Dealer,Gasoline, Automatic,15.1,1798,178.0,5,2195000
Hyundai i20,Hyunda,i20,3,35000, Individual,Diesel Fuel,Manual,22.54,1396,88.73,5,700000
Honda City,Honda,City,4,19000,Owner,Gas,Manual,17.8,1497,117.3,5,850000
Maruti Alto,Maruti,Alto,6,49000,Dealer,Petrol,M/T,22.74,796,47.3,5,235000
Hyundai Verna,Hyundai,Verna,12,78666,Dealer,Diesel,Manual,22.32,1582,126.32,5,160000
Hyundai i10,Hyundai,i10,5,44633,Dealer,Petrol,Manual,19.81,1086,68.1,5,450000
Hyundai i20,Hyunda,i20,11,80000,Car Dealer,Gas,Manual,18.6,1197,81.83,5,425000
Hyundai Grand,Hyundai,Gran,4,29945,Dealer,Petrol,,18.9,1197,81.86,5,625000
Hyundai Grand, Hyundai,Grand,8,31178,,Petrol,Automatic,18.9,1197,81.86,5,400000
Hyundai Creta,Hyunda,Creta,4,19543,Individual,Petrol,Manual,13.0,1591,121.3,5,1100000
Maruti Ciaz,Maruti,Ciaz,4,26000,Dealer,Petrol,MAN,20.73,1373,91.1,5,740000
Volkswagen Polo,Volkswagen,Polo,5,29000,Dealer,Gasoline,Automatic,17.21,1197,103.5,5,795000
Hyundai Verna,Hyundai,Verna,8,48000,Dealer,,Manual,17.01,1591,121.3,5,510000
Hyundai Creta,Hyundai,Creta,5,48000,Dealer,Petrol,Manual,15.8,1591,121.3,5,840000
Maruti Baleno,Maruti,Baleno,3,50000,Individual,PETROL,AUTO,21.4,1197,83.1,5,600000
Hyundai i10,Hyundai,i10,10,68000,indIviDuAL,Petrol,Manual,20.36,1197,78.9,5,250000
Ford Figo,Ford,Figo,5,27000,Dealer,, Automatic,17.01,1499,110.4,5,535000
Hyundai Verna,Hyundai,VERNA,9,68000,Individual,Gas,Manual,17.01,1591,121.3,5,410000
Toyota Innova,Toyota,Innova,5,61667,Dealer,Diesel,Automatic,11.36,2755,171.5,7,1895000
Mahindra KUV100,Mahindra,Kuv100,3,15000,INDIVIDUAL,Petrol  ,Manual,18.15,1198,82.0,5,470000
Maruti Celerio,maruti,Celerio,5,18540,Dealer,Petrol,Automatic,23.1,998,67.04,5,429000
BMW 5,BMW,5,3,16000,Dealer,Diesel ,Automatic,18.59,2993,261.49,5,5800000
Hyundai i20,  Hyundai,i20,6,48000,Owner,Diesel,Manual,22.54,1396,88.73,5,635000
Toyota Innova,Toyota,Innova,4,36639,Dealer,Diesel Fuel,Automatic,13.68,2393,147.51,8,1650000
Skoda Superb,Skoda,Superb,12,98000,Dealer,Diesel,Automatic,17.2,1968,138.03,5,350000
Maruti Swift,Maruti,sWIft,3,18000,Dealer,Diesel,Automatic,28.4,1248,74.0,5,835000
Maruti Alto,Maruti,Alto,5,143000,Owner,Petrol,Manual,22.74,796,47.3,5,170000
Mahindra KUV100,Mahindra,KUV100,3,40000,Owner,Diesel,Manual,25.32,1198,77.0,5,680000
Maruti Wagon R,Maruti,Wagon R,10,78562,Dealer,Petrol,MAN,18.9,998,67.1,5,260000
Honda City,Honda,City,6,54000,Car Dealer,Petrol,Automatic,18.0,1497,117.3,5,795000
Maruti Alto,Marut,Alto,8,80000,Individual,Petrol,MAN,22.74,796,47.3,5,250000
Maruti Swift Dzire,  Marut,Swift Dzire,4,41000,Dealer,Diesel,M/T,26.59,1248,74.0,5,470000
Volkswagen Polo,volkswagen,Polo,6,63000,Dealer,Diesel,Manual,20.14,1498,88.0,5,650000
Mini Cooper,Mini ,Coop3r,3,8000,Individual,Petrol,Automatic,17.33,1998,189.08,4,3200000
Maruti Ciaz,Maruti,Ciaz,4,44000,Dealer,Diesel,Manual,26.21,1248,88.5,5,815000
Maruti Alto,Maruti,Alto,9,65535, Dealer,Petrol,MAN,19.7,796,46.3,5,275000
Hyundai i20,Hyundai,I20,4,35000,Dealer,Diesel,Manual,22.54,1396,88.73,5,580000
Toyota Fortuner,Toyota,Fortuner,2,22600,Car Dealer,Diesel,M/T,14.24,2755,174.5,7,3300000
Tata Tiago,TATA,Tiago,4,50000,Owner,Petrol,Manual,23.84,1199,84.0,5,390000
Maruti Baleno,Maruti,Bal3no,4,34676,Dealer  ,Gas,M/T,21.4,1197,83.1,5,710000
Tata Safari,Tata,Safari,8,68192,Dealer,Diesel,MANUAL,14.1,2179,147.94,7,550000
Maruti Swift,Maruti,Swift,6,50000,Owner,Petrol,M/T,20.4,1197,81.8,5,435000
Ford Endeavour,Ford,Endeavour,4,40000,Dealer,Diesel,Automatic,10.91,3198,197.0,7,2850000
Skoda Rapid,Skoda,Rapid,7,50900,Dealer,Petrol  , Manual,15.0,1598,103.5,5,400000
Maruti Wagon R,Maruti,Wagon R,8,48000,Dealer,Petrol ,M/T,18.9,998,67.1,5,325000
Honda Amaze,Honda,Amaze,2,2200,,Petrol,Automatic,18.1,1199,88.7,5,790000
BMW 5,BMW,5,9,79000,Dealer,Diesel,AUTOMATIC,16.73,2495,218.0,5,1800000
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,11,126436,Car Dealer,Diesel,Automatic,14.21,2143,203.0,5,1230000
Hyundai Santro,Hyundai,Santro,9,106346,Dealer,  Petrol,Manual,17.92,1086,62.1,5,220000
Toyota Innova,Toyota,Innova,8,76000,,Diesel ,MAN,12.99,2494,100.6,8,995000
Audi A4,Audi,A4,10,70000,Car Dealer,diesel,AUTO,16.55,1968,140.0,5,1099000
Hyundai i20,HYUNDA,i20,9,73000,Dealer,Diesel Fuel,MAN,23.0,1396,90.0,5,395000
BMW 5,BMW,5,3,10002,Dealer,Diesel,Automatic,22.48,1995,187.74,5,4000000
Maruti Swift,Maruti,Swift,3,28000,Dealer,Diesel,Manual,28.4,1248,74.0,5,800000
Maruti Celerio,Maruti,Celerio,3,21000,  Individual,,A/T,23.1,998,67.04,5,510000
Skoda Rapid,  Skoda,Rapid,7,49000,DEALER,Diesel,Manual,20.5,1598,103.5,5,625000
Hyundai i20,Hyundai,i20,6,47000,dealer,Gasoline,M/T,18.5,1197,82.85,5,540000
Skoda Rapid,Skoda ,Rapid,2,35000,Individual,,A/T,21.72,1498,108.6,5,1000000
Tata Nexon,Tata,N3xon,3,43000,,Diesel,Manual,21.5,1497,108.5,5,895000
Maruti Alto,MARUT,Alto,4,35000,Owner,Petrol,MAnUal,24.7,796,47.3,5,280000
BMW 6,BMW,6,3,24000,Car Dealer,Diesel Fuel,Automatic,17.09,2993,261.4,4,6000000
Toyota Innova,Toyota,innova,4,110000,Car Dealer,Diesel,A/T,11.36,2755,171.5,7,1600000
BMW 3,BMW,3,6,35000,Dealer,Diesel,AUTO,22.69,1995,190.0,5,1545000
Toyota Innova,toyota,Innova,7,78000,Car Dealer,Diesel,Manual,12.99,2494,100.6,7,965000
Ford Figo,,Figo,5,70000,Individual,Diesel,M/T,25.83,1498,99.0,5,270000
Maruti Ignis,Maruti,Ignis,3,14188,DeAler,Petrol,Manual,20.89,1197,81.8,5,470000
Maruti Baleno,Maruti,Baleno,4,65000,Individual,Petrol,Manual,21.4,1197,83.1,5,520000
Maruti Swift Dzire,Maruti,Swift Dzire,3,70000,Individual,Diesel Fuel,M/T,28.4,1248,74.02,5,641000
Maruti Swift Dzire,Maruti ,Swift Dzire,4,21000,Dealer,,M/T,20.85,1197,83.14,5,650000
Hyundai Santro,Hyundai,Santr,11,74000,Car Dealer,Petrol,Manual,17.92,1086,62.1,5,265000
Mahindra XUV500,Mahindra,XUV500,6,39838,,Diesel,MAN,16.0,2179,140.0,7,1095000
Hyundai Venue,Hyundai,Venue,1,6500,Dealer,PetrOL,Manual,18.27,998,118.35,5,949000
Renault KWID,Renault,KWID,3,40000,Individual,Petrol,Automatic,24.04,999,67.0,5,300000
Honda City,HONDA,City,4,40000,Individual,Petrol,MAN,17.8,1497,117.3,5,840000
Tata Nexon,taTA,Nexon,4,95000,Dealer,,Manual,21.5,1497,108.5,5,825000
Ford Ecosport,Ford,Ecosport,2,14000,Car Dealer,Petrol,Automatic,14.7,1496,120.69,5,980000
Mercedes-Benz C-Class,Mercedes-Benz,C-Clas,5,28000,Dealer,Diesel,Automatic,14.84,2143,170.0,5,2500000
Maruti Alto,Maruti,Alto,9,70000,Individual,Petrol,Manual,20.92,998,67.1,5,231000
Jeep Compass,Jeep,Compass,3,67000,,Diesel,MAN,17.1,1956,170.0,5,1950000
Hyundai i20,Hyundai,i20,3,5000,Individual,Petrol,Manual,18.6,1197,81.86,5,815000
Mahindra XUV500,Mahindra,XUV500,2,20000, Individual,Diesel Fuel,Manual,15.1,2179,152.87,7,1667000
Maruti Wagon R,Maruti,Wagon R,4,43000,Car Dealer,CNG, Manual,26.2,998,58.2,5,399000
Hyundai Verna,Hyundai,Verna,3,26000,Car Dealer,Petrol,Automatic,17.0,1591,121.3,5,1040000
Maruti Ciaz,marut,Ciaz,6,30000,,Gasoline,Manual,20.73,1373,91.1,5,600000
Maruti Swift,Maruti,Swift,4,25000,Dealer,Gasoline,Manual,20.4,1197,81.8,5,625000
Hyundai Verna,Hyundai,Verna,4,100000,Individual,,Manual,23.9,1582,126.2,5,839000
Mahindra XUV500,Mahindra,xuv500,5,15000,Car Dealer,Diesel,Automatic  ,16.0,2179,140.0,7,1620000
Hyundai Grand,hyundai,Gran,7,89000,Dealer,Diesel,MAN,24.0,1120,70.0,5,425000
Hyundai i20,Hyundai,I20,3,10114,Dealer,Petrol,,18.6,1197,81.86,5,690000
Mahindra XUV500,Mahindra,XUV500,8,60000,Individual,Diesel,Manual,15.1,2179,140.0,7,500000
Maruti Alto,Maruti,Alto,1,5000,Individual,Petrol,MAN,22.05,796,47.3,5,320000
Maruti Celerio,Maruti,Celerio,3,20000,Individual,Petrol,Manual,21.63,998,67.0,5,585000
Maruti Baleno,Maruti,baleno,4,21000,Dealer,Petrol,,19.56,1197,81.8,5,680000
Maruti Vitara,Maruti,Vitar,5,36355,Car Dealer,Diesel,Manual,24.3,1248,88.5,5,765000
Renault Triber,Renault,Triber,1,4500, Individual,Petrol,Manual ,20.0,999,71.0,7,770000
Maruti Swift,Marut,Swift,5,70000,Individual,Diesel,Manual ,25.2,1248,74.0,5,497000
Land Rover Rover,land rov3r,Rover,9,66000,Dealer,diesel,AUTO,12.35,2179,187.74,5,1450000
Honda Amaze,Hond,Amaze,2,8700,,Petrol,MANUal,19.5,1199,88.76,5,750000
Hyundai Verna,Hyundai,VErNa,11,100000,Owner,,Manual,16.2,1599,103.2,5,300000
Maruti Ciaz,Maruti,Ciaz,4,26000,Dealer,Gasoline,Manual,20.73,1373,91.1,5,740000
Maruti Alto,Maruti,Alto,13,30000,Owner,Gas,Manual,19.7,796,46.3,5,200000
Honda City,Hond,CitY,8,55243,Dealer,Petrol,M/T,17.0,1497,118.0,5,560000
Hyundai Grand,,Grand,6,25000,Individual,Gasoline,Manual,18.9,1197,82.0,5,500000
Hyundai Verna,Hyunda,Verna,8,35212,,Diesel,  Manual,25.0,1493,113.42,5,500000
Tata Harrier,Tata,Harrier,2,21655,  Dealer,,M/T,17.0,1956,138.1,5,1660000
Maruti Swift Dzire,Maruti,Swift Dzire,8,46100,DEALER,Gasoline,Manual,19.1,1197,85.8,5,475000
Ford Figo,Ford,FIGO,10,40000,Dealer,Petrol,MAN,15.6,1196,70.0,5,355000
Nissan Kicks,Nissan,Kicks,2,10000,Individual,Gasoline,MAN,14.23,1498,104.55,5,950000
Tata Nexon,Tata,Nexon,3,31000,dealer,Diesel,Automatic,21.5,1497,108.5,5,845000
Mercedes-Benz GL-Class,Mercedes-Benz,GL-Class,7,87000,Car Dealer,DIESEL,,11.3,2987,254.8,7,3500000
Honda City,Honda,City,5,34000, Individual,Diesel Fuel,,26.0,1498,98.6,5,1025000
Mahindra Bolero,Mahindra,Bolero,6,66274,Dealer,Diesel,Manual,13.6,2523,63.0,7,478000
Maruti Swift Dzire,Maruti,Swift Dzire,11,133000,Dealer,Diesel,Manual,19.3,1248,73.9,5,340000
Volkswagen Vento,Volkswagen,Vento,4,16219,Dealer,Gasoline,Manual,17.69,999,108.62,5,845000
Tata Tiago,Tata,Tiago,2,10000,Individual,Petrol, Manual,23.84,1199,84.0,5,510000
Hyundai Grand,Hyundai,Grand,4,56169,Dealer,Gasoline,Manual,18.9,1197,82.0,5,550000
Maruti Baleno,Maruti,Baleno,5,90000,Individual,Diesel Fuel,MAN,27.39,1248,74.0,5,590000
Maruti Wagon R,MARUTI,Wagon R,7,31692,Dealer,petrol,Manual,20.51,998,67.04,5,330000
Skoda Superb,Skoda,Superb,11,74000,Dealer,Petrol,Automatic,13.7,1798,157.75,5,365000
Maruti Swift,Maruti,swift,3,80000,Owner,Diesel,manUaL,28.4,1248,74.0,5,675000
Hyundai Grand,Hyundai,Grand,2,5000,,Petrol,Manual,18.9,1197,81.86,5,590000
Toyota Innova,Toyota,Innova,3,68600,, Diesel,M/T,13.68,2393,147.51,8,1721000
Audi A4,Audi ,A4,8,45000,Car Dealer,Diesel, Automatic,17.11,1968,174.33,5,1725000
Volkswagen Vento,Volkswagen,vento,2,15000,Owner,Diesel,Manual,22.27,1498,108.6,5,900000
Hyundai i10,Hyundai,i10,10,51359,  Dealer,Gasoline,M/T,19.81,1086,68.05,5,320000
Skoda Rapid,Skoda,Rapid,9,79000,DEALER,Diesel,M/T,20.5,1598,103.5,5,460000
Maruti Eeco,Maruti ,Eeco,9,65000,Dealer,Gas,Manual  ,15.37,1196,73.0,5,175000
Mercedes-Benz C-Class,Mercedes-Benz,C-Clas,9,50000,Dealer,Diesel Fuel,Automatic ,19.71,2143,201.15,5,1180000
