car_name,brand,model,vehicle_age,km_driven,transmission_type,mileage,engine,max_power,seats,selling_price,transmission_type_Encoded,seller_type_Dealer,seller_type_Owner,fuel_type_Cng,fuel_type_Diesel,fuel_type_Electric,fuel_type_Petrol
Audi Q7,Audi,Q7,8.0,55000,Automatic,12.07,2159.5,174.52500000000003,7,2100000,0,1,0,0,1,0,0
Maruti Swift,Maruti,Swift,5.0,28000,Manual,22.0,1197.0,81.8,5,425000,1,1,0,0,0,0,1
Toyota Fortuner,Toyota,Fortuner,7.0,46000,Automatic,12.55,2159.5,168.5,7,1625000,0,1,0,0,1,0,0
Maruti Swift,Maruti,Swift,9.0,85000,Manual,22.9,1248.0,74.0,5,280000,1,1,0,0,1,0,0
Mahindra XUV500,Mahindra,Xuv500,6.0,97000,Manual,15.1,2159.5,140.0,7,850000,1,0,1,0,1,0,0
Hyundai Creta,Maruti,Creta,6.0,40000,Automatic,17.01,1197.0,126.2,5,930000,0,1,0,0,1,0,0
Mahindra Scorpio,Mahindra,Scorpio,11.0,120000,Manual,14.0,2159.5,75.0,7,200000,1,0,1,0,1,0,0
Maruti Baleno,Maruti,Baleno,3.0,21000,Manual,21.01,1197.0,100.59431352459016,5,625000,1,1,0,0,0,0,1
BMW 3,Bmw,3,5.0,29000,Automatic,21.76,1995.0,100.59431352459016,5,2450000,0,1,0,0,1,0,0
Land Rover Rover,Land Rover,Rover,4.0,38000,Automatic,18.0,2159.5,174.52500000000003,7,3990000,0,1,0,0,1,0,0
Jaguar XF,Jaguar,Xf,6.0,50000,Automatic,19.692493169398904,2159.5,174.52500000000003,5,2400000,0,1,0,0,1,0,0
Honda Amaze,Honda,Amaze,3.0,40200,Manual,17.8,1198.0,86.7,5,650000,1,1,0,0,0,0,1
Hyundai Creta,Hyunda,Creta,5.0,110000,Manual,21.38,1396.0,88.7,5,720000,1,0,1,0,1,0,0
Maruti Swift,Maruti,Swift,8.0,100000,Manual,22.9,1248.0,74.0,5,320000,1,0,1,0,1,0,0
Hyundai Grand,Hyundai,Grand,5.0,38000,Manual,24.0,1197.0,70.0,5,410000,1,1,0,0,0,0,1
Honda Jazz,Honda,Jazz,4.0,57812,Manual,18.2,1199.0,88.7,5,595000,1,1,0,0,0,0,1
Maruti Alto,Marut,Alto,7.0,58001,Manual,22.74,796.0,100.59431352459016,5,215000,1,1,0,0,0,0,1
Hyundai Grand,Hyundai,Grand,4.0,1010,Manual,18.9,1197.0,81.86,5,500000,1,1,0,0,0,0,1
Hyundai Grand,Hyundai,Grand,5.0,45000,Manual,18.9,1197.0,82.0,5,420000,1,1,0,0,0,0,1
Rolls-Royce Ghost,Rolls-Royce,Ghost,4.0,5000,Automatic,10.2,2159.5,100.59431352459016,4,24200000,0,0,1,0,0,0,1
Hyundai i20,Hyundai,I20,6.0,90000,Manual,19.692493169398904,1396.0,88.73,5,500000,1,0,1,0,1,0,0
Tata Tigor,Tata,Tigor,3.0,16000,Automatic,20.3,1199.0,84.0,5,545000,0,1,0,0,0,0,1
Maruti Swift Dzire,Maruti,Swift Dzire,5.0,35600,Manual,22.0,1197.0,81.8,5,465000,1,1,0,0,0,0,1
Maruti Swift,Maruti,Swift,4.0,30000,Manual,22.9,1248.0,74.0,5,325000,1,0,1,0,1,0,0
Maruti Alto,Maruti,Alto,7.0,40000,Manual,23.95,998.0,67.05,5,235000,1,1,0,1,0,0,0
Audi A6,Audi,A6,5.0,58000,Automatic,18.53,1968.0,174.52500000000003,5,2675000,0,1,0,0,1,0,0
Skoda Superb,Skoda,Superb,7.0,36000,Automatic,13.7,1798.0,157.75,5,1099000,0,1,0,0,0,0,1
Maruti Ertiga,Maruti,Ertiga,4.0,63001,Manual,24.52,1197.0,88.5,7,725000,1,1,0,0,1,0,0
Hyundai Creta,Hyundai,Creta,6.0,64000,Manual,19.692493169398904,1591.0,121.3,5,875000,1,1,0,0,0,0,1
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,2.0,9000,Automatic,19.27,2143.0,170.0,5,3950000,0,1,0,0,1,0,0
Ford Ecosport,Ford,Ecosport,2.0,19338,Manual,15.9,1496.0,120.69,5,985000,1,0,0,0,0,0,1
Hyundai i20,Hyundai,I20,6.0,39838,Manual,22.54,1396.0,100.59431352459016,5,565000,1,1,0,0,1,0,0
BMW 7,Bmw,7,8.0,89000,Automatic,14.49,2159.5,100.59431352459016,5,1999000,0,1,0,0,1,0,0
Hyundai i20,Hyundai,I20,5.0,39465,Manual,18.6,1197.0,81.83,5,625000,1,1,0,0,0,0,1
Mahindra XUV500,Mahindr,Xuv500,9.0,60000,Manual,15.1,2159.5,140.0,7,475000,1,1,0,0,1,0,0
Ford Ecosport,Ford,Ecosport,2.0,17000,Manual,15.9,1496.0,120.69,5,915000,1,1,0,0,0,0,1
Kia Seltos,Kia,Seltos,2.0,25000,Manual,20.8,1493.0,113.4,5,1540000,1,0,1,0,1,0,0
Maruti Eeco,Maruti,E3Co,4.0,33304,Manual,21.94,1196.0,61.7,5,331000,1,1,0,1,0,0,0
Maruti Swift,Maruti,Swift,6.0,52000,Manual,20.4,1197.0,81.8,5,435000,1,1,0,1,0,0,0
Mercedes-Benz S-Class,Mercedes-Benz,S-Class,2.0,18000,Automatic,8.715000000000005,2159.5,174.52500000000003,5,11000000,0,1,0,0,0,0,1
Skoda Superb,Skoda,Superb,7.0,80182,Automatic,17.2,1968.0,138.08,5,1075000,0,1,0,0,1,0,0
Hyundai i20,Hyundai,I20,7.0,120000,Manual,22.54,1396.0,88.73,5,550000,1,0,1,0,1,0,0
Mercedes-Benz C-Class,Mercedes-Benz,C-Clas,7.0,80000,Automatic,14.84,2143.0,170.0,5,1475000,0,1,0,0,1,0,0
Maruti Vitara,Maruti,Vitara,5.0,45417,Manual,24.3,1248.0,88.5,5,750000,1,1,0,0,1,0,0
Hyundai Grand,Hyundai,Grand,5.0,6200,Manual,18.9,1197.0,82.0,5,410000,1,0,1,0,0,0,1
Ford Endeavour,Ford,Endeavour,3.0,48000,Automatic,10.91,2159.5,174.52500000000003,7,2899000,0,1,0,0,1,0,0
Honda City,Honda,City,12.0,58000,Manual,17.0,1497.0,118.0,5,260000,1,1,0,0,0,0,1
Honda City,Honda,City,7.0,48000,Manual,26.0,1498.0,98.6,5,525000,1,1,0,0,0,0,1
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,7.0,87360,Manual,14.84,2143.0,170.0,5,1165000,1,1,0,0,1,0,0
Mercedes-Benz C-Class,Maruti,C-Class,7.0,75000,Manual,11.78,2143.0,167.62,5,1450000,1,1,0,0,1,0,0
Land Rover Rover,Land Rover,Rover,4.0,9500,Automatic,12.65,1197.0,174.52500000000003,5,9200000,0,1,0,0,1,0,0
Mahindra XUV500,Mahindra,Xuv500,2.0,5000,Manual,15.1,2159.5,152.87,7,1588000,1,0,1,0,1,0,0
Mahindra XUV500,Mahindra,Xuv500,7.0,130000,Manual,15.1,2159.5,140.0,7,550000,1,0,1,0,1,0,0
Honda City,Honda,City,7.0,60000,Manual,26.0,1197.0,98.6,5,500000,1,1,0,0,1,0,0
Maruti Swift Dzire,Maruti,Swift Dzire,3.0,45000,Manual,21.21,1197.0,81.8,5,634000,1,1,0,0,0,0,1
Hyundai Creta,Hyundai,Creta,6.0,54525,Manual,15.29,1591.0,121.3,5,750000,1,1,0,1,0,0,0
Ford Endeavour,Ford,Endeavour,9.0,58000,Automatic,11.4,2159.5,153.86,7,750000,0,1,0,0,1,0,0
Honda Amaze,Honda,Amaze,4.0,19500,Manual,17.8,1198.0,86.7,5,499000,1,1,0,1,0,0,0
Maruti Swift,Maruti,Swift,5.0,28000,Manual,20.4,1197.0,81.8,5,425000,1,1,0,0,0,0,1
Toyota Innova,Toyota,Innova,4.0,50000,Automatic,11.36,2159.5,171.5,8,1600000,0,1,0,0,1,0,0
Honda Civic,Hond,Civic,12.0,65000,Automatic,12.9,1799.0,130.0,5,225000,0,1,0,0,0,0,1
Maruti Baleno,Maruti,Baleno,4.0,61000,Manual,21.4,1197.0,83.1,5,525000,1,1,0,0,0,0,1
Hyundai Creta,Hyundai,Creta,4.0,110000,Manual,19.67,1197.0,126.2,5,1045000,1,0,1,0,1,0,0
Skoda Rapid,Maruti,Rapid,7.0,72000,Automatic,21.66,1498.0,103.52,5,515000,0,1,0,0,1,0,0
Mahindra Thar,Mahindra,Thar,2.0,15000,Manual,16.55,2159.5,105.0,6,950000,1,0,1,0,1,0,0
Mahindra XUV500,Mahindra,Xuv50,8.0,61845,Manual,15.1,2159.5,140.0,7,575000,1,1,0,0,1,0,0
Maruti Vitara,Maruti,Vitara,3.0,37000,Automatic,24.3,1248.0,88.5,5,795000,0,1,0,0,1,0,0
BMW 5,Bmw,5,13.0,70000,Automatic,16.73,2159.5,174.52500000000003,5,550000,0,0,1,0,1,0,0
Volkswagen Polo,Volkswagen,Polo,11.0,106451,Manual,19.692493169398904,1198.0,100.59431352459016,5,225000,1,1,0,0,0,0,1
Toyota Innova,Toyota,Innova,3.0,46000,Manual,13.68,2159.5,147.8,7,1740000,1,1,0,0,1,0,0
Mahindra Thar,Mahindra,Thar,8.0,56000,Manual,16.55,2159.5,105.0,7,515000,1,1,0,0,1,0,0
MG Hector,Mg,Hector,1.0,1000,Manual,15.81,1451.0,141.0,5,1490000,1,1,0,0,0,0,1
Maruti Wagon R,Maruti,Wagon R,4.0,36954,Manual,26.6,998.0,100.59431352459016,5,350000,1,1,0,1,0,0,0
Maruti Baleno,Maruti,Baleno,4.0,21000,Manual,21.4,1197.0,83.1,5,675000,1,1,0,0,0,0,1
Audi A4,Audi,A4,6.0,62000,Automatic,17.11,1968.0,174.33,5,1549000,0,1,0,0,1,0,0
Hyundai i20,Hyundai,I20,3.0,24132,Manual,19.692493169398904,1197.0,81.86,5,625000,1,1,0,0,0,0,1
Maruti Swift Dzire,Maruti,Swift Dzire,6.0,79000,Manual,19.3,1248.0,73.9,5,425000,1,1,0,0,1,0,0
Honda City,Honda,City,6.0,66000,Manual,26.0,1498.0,98.6,5,575000,1,1,0,0,1,0,0
Hyundai Grand,Hyundai,Grand,4.0,50021,Manual,18.9,1197.0,82.0,5,470000,1,1,0,0,0,0,1
Mercedes-Benz E-Class,M3Rcedes-Benz,E-Class,7.0,40000,Automatic,13.0,2143.0,174.52500000000003,5,1790000,0,1,0,0,1,0,0
Maruti Wagon R,Maruti,Wagon R,8.0,36900,Manual,21.79,998.0,67.05,5,265000,1,1,0,0,0,0,1
Audi A4,Audi,A4,4.0,48000,Automatic,17.84,1197.0,147.51,5,1450000,0,1,0,0,0,0,1
Ford Ecosport,Ford,Ecosport,8.0,55000,Manual,22.7,1498.0,89.84,5,395000,1,1,0,0,1,0,0
Toyota Fortuner,Toyot,Fortuner,9.0,55000,Manual,13.0,2159.5,168.7,7,1050000,1,1,0,0,1,0,0
Hyundai i20,Hyundai,I20,4.0,50740,Manual,18.6,1197.0,81.83,5,600000,1,0,0,0,0,0,1
Hyundai Creta,Maruti,Creta,3.0,70000,Manual,21.38,1396.0,88.7,5,875000,1,0,1,0,1,0,0
Tata Nexon,Tata,Nexon,3.0,27700,Automatic,17.0,1198.0,108.5,5,890000,0,1,0,0,0,0,1
Honda City,Honda,City,7.0,42000,Manual,25.1,1498.0,98.6,5,625000,1,1,0,0,1,0,0
Hyundai Santro,Hyunda,Santro,14.0,2565,Automatic,20.3,1086.0,68.07,5,550000,0,0,0,0,0,0,1
Skoda Superb,Skoda,Superb,12.0,83546,Automatic,13.7,1798.0,157.75,5,310000,0,1,0,0,0,0,1
Skoda Rapid,Skoda,Rapid,4.0,59000,Automatic,21.72,1498.0,108.6,5,735000,0,1,0,0,1,0,0
Hyundai Creta,Hyundai,Cr3Ta,5.0,54400,Automatic,13.0,1591.0,121.3,5,980000,0,0,0,0,0,0,1
Mahindra Scorpio,Mahindra,Scorpio,7.0,70000,Manual,12.05,2159.5,120.0,9,450000,1,0,1,0,1,0,0
Maruti Swift Dzire,Maruti,Swift Dzire,5.0,52490,Manual,19.0,1197.0,85.8,5,465000,1,1,0,0,0,0,1
Maruti Ciaz,Maruti,Ciaz,4.0,48000,Manual,28.09,1248.0,88.5,5,711000,1,1,0,0,1,0,0
Tata Nexon,Tata,Nexon,3.0,24000,Manual,17.0,1198.0,108.5,5,750000,1,1,0,0,0,0,1
Maruti Baleno,Maruti,Baleno,4.0,9000,Automatic,21.4,1197.0,83.1,5,650000,0,0,1,0,0,0,1
Ford Ecosport,Ford,Ecosport,6.0,46000,Manual,22.7,1498.0,89.84,5,570000,1,1,0,0,1,0,0
Honda Amaze,Honda,Amaze,8.0,78000,Manual,25.8,1498.0,98.6,5,365000,1,1,0,0,1,0,0
Ford Ecosport,Ford,Ecosport,2.0,19925,Manual,23.0,1498.0,98.96,5,949000,1,0,1,0,1,0,0
Mercedes-Benz GL-Class,Maruti,Gl-Class,5.0,35000,Automatic,17.9,1197.0,167.6,5,3600000,0,1,0,0,1,0,0
Maruti Swift Dzire,Maruti,Swift Dzire,6.0,130000,Manual,26.59,1248.0,74.0,5,330000,1,0,1,0,1,0,0
Honda Civic,Honda,Civic,11.0,36000,Manual,14.8,1799.0,130.2,5,375000,1,1,0,0,0,0,1
Maruti Wagon R,Maruti,Wagon,3.0,7000,Manual,20.51,998.0,67.06,5,410000,1,1,0,0,0,0,1
Hyundai Creta,Hyundai,Creta,5.0,79000,Automatic,17.01,1582.0,126.2,5,970000,0,1,0,0,0,0,1
Maruti Ertiga,Maruti,Ertiga,2.0,5298,Manual,19.34,1197.0,103.0,7,900000,1,0,0,0,0,0,1
Maruti Wagon R,Maruti,Wagon R,6.0,128000,Manual,26.6,998.0,58.16,5,283000,1,0,1,1,0,0,0
Toyota Innova,Toyota,Innova,9.0,85000,Manual,12.8,2159.5,102.0,7,575000,1,1,0,0,1,0,0
Maruti Celerio,Maruti,Celerio,2.0,40000,Manual,30.47,998.0,58.33,5,465000,1,1,0,1,0,0,0
Honda City,Honda,City,9.0,55584,Automatic,19.692493169398904,1497.0,116.3,5,450000,0,1,0,0,0,0,1
Hyundai i10,Hyundai,I10,8.0,37200,Manual,19.81,1086.0,68.05,5,250000,1,1,0,1,0,0,0
Maruti Swift Dzire,Maruti,Swift Dzire,7.0,62000,Manual,19.1,1197.0,85.8,5,425000,1,1,0,1,0,0,0
Maruti Wagon R,Maruti,Wagon,12.0,70962,Manual,18.9,998.0,67.1,5,145000,1,1,0,0,0,0,1
Maruti Ertiga,Maruti,Ertiga,2.0,28000,Manual,24.2,1498.0,93.87,7,1075000,1,1,0,0,1,0,0
Honda City,Honda,City,3.0,21094,Automatic,18.0,1497.0,117.6,5,940000,0,1,0,0,0,0,1
Maruti Vitara,Maruti,Vitara,2.0,22000,Automatic,24.3,1248.0,88.5,5,870000,0,1,0,0,1,0,0
Maruti Ertiga,Maruti,Ertiga,8.0,57593,Manual,24.52,1248.0,88.5,7,480000,1,1,0,0,1,0,0
Mahindra Scorpio,Mahindra,Scorpio,10.0,130000,Manual,12.05,2159.5,120.0,9,385000,1,1,0,0,1,0,0
Maruti Alto,Maruti,Alto,8.0,60000,Manual,22.74,796.0,100.59431352459016,5,185000,1,0,1,0,0,0,1
Hyundai i20,Hyundai,I20,4.0,54159,Manual,18.5,1197.0,82.85,5,410000,1,0,0,0,0,0,1
Toyota Innova,Toyota,Innova,2.0,8000,Manual,13.68,2159.5,147.51,7,1835000,1,1,0,0,1,0,0
Maruti Eeco,Maruti,Eeco,5.0,63530,Manual,19.692493169398904,1196.0,73.0,5,245000,1,0,1,0,0,0,1
BMW 7,Bmw,7,13.0,56000,Automatic,8.715000000000005,2159.5,174.52500000000003,5,890000,0,1,0,0,0,0,1
Honda City,Honda,City,14.0,68000,Manual,13.0,1493.0,100.0,5,65000,1,0,1,0,0,0,1
Maruti Baleno,Maruti,Baleno,3.0,19000,Automatic,19.56,1197.0,81.8,5,699000,0,1,0,0,0,0,1
Mahindra Scorpio,Mahindra,Scorpio,4.0,56000,Manual,15.4,2159.5,120.0,7,1075000,1,1,0,0,1,0,0
Maruti Alto,Maruti,Alto,4.0,11000,Manual,23.95,998.0,67.05,5,325000,1,1,0,0,0,0,1
Maruti Swift,Maruti,Swift,11.0,62000,Manual,16.1,1298.0,88.2,5,219000,1,1,0,0,0,0,1
Toyota Camry,Toyota,Camry,5.0,65000,Automatic,19.16,2159.5,174.52500000000003,5,1975000,0,1,0,0,0,0,1
Hyundai Grand,Hyundai,Grand,4.0,30000,Manual,18.9,1197.0,81.86,5,485000,1,1,0,0,0,0,1
Mahindra Scorpio,Mahindra,Scorpio,4.0,60000,Manual,15.4,1997.0,120.0,7,1000000,1,0,1,0,1,0,0
Honda City,Honda,City,7.0,55000,Manual,26.0,1498.0,98.6,5,635000,1,1,0,0,1,0,0
Toyota Innova,Toyota,Innova,10.0,98000,Manual,12.8,2159.5,102.0,7,575000,1,1,0,0,1,0,0
Hyundai i10,Hyundai,I10,8.0,25783,Manual,20.36,1197.0,78.9,5,300000,1,0,0,0,0,0,1
Audi A4,Audi,A4,10.0,100000,Automatic,16.55,1968.0,147.51,5,1150000,0,1,0,0,1,0,0
Volkswagen Polo,Volkswagen,Polo,6.0,41000,Manual,16.47,1198.0,74.0,5,465000,1,1,0,0,0,0,1
Land Rover Rover,Land Rover,Rover,2.0,18100,Automatic,12.83,2159.5,147.5,7,4500000,0,1,0,0,0,0,1
Land Rover Rover,Maruti,Rover,4.0,35800,Automatic,12.83,1999.0,148.31,7,3575000,0,1,0,0,1,0,0
Renault Duster,Renault,Duster,8.0,50000,Manual,19.01,1461.0,108.45,5,450000,1,1,0,0,1,0,0
Hyundai Grand,Hyundai,Grand,4.0,36732,Manual,24.0,1186.0,73.97,5,529000,1,1,0,0,1,0,0
Hyundai Grand,Hyundai,Grand,3.0,50000,Manual,24.0,1186.0,73.97,5,450000,1,1,0,0,1,0,0
Hyundai Creta,Hyundai,Creta,5.0,30000,Manual,15.8,1591.0,121.3,5,895000,1,1,0,0,0,0,1
Maruti Swift Dzire,Maruti,Swift Dzire,5.0,61483,Manual,22.0,1197.0,81.8,5,450000,1,0,0,0,0,0,1
Maruti Celerio,Maruti,Celerio,4.0,26000,Automatic,23.1,998.0,67.04,5,400000,0,1,0,0,0,0,1
Hyundai Verna,Hyundai,Verna,10.0,40000,Manual,16.2,1599.0,103.2,5,350000,1,0,1,0,0,0,1
Hyundai Verna,Hyundai,Vern,6.0,52000,Manual,23.9,1582.0,126.2,5,695000,1,1,0,0,1,0,0
Honda Amaze,Honda,Amaze,4.0,42000,Manual,18.0,1197.0,86.7,5,455000,1,1,0,1,0,0,0
Toyota Innova,Toyot,Innova,5.0,82000,Manual,13.68,2159.5,147.8,7,1300000,1,1,0,0,1,0,0
Audi A4,Audi,A4,7.0,59000,Automatic,17.11,1968.0,174.33,5,1275000,0,1,0,0,1,0,0
Maruti Swift,Maruti,Swift,6.0,73000,Manual,28.4,1248.0,74.0,5,425000,1,1,0,0,1,0,0
Maruti Baleno,Maruti,Bal3No,4.0,39500,Automatic,21.4,1197.0,83.1,5,600000,0,1,0,1,0,0,0
Hyundai Creta,Hyundai,Cr3Ta,5.0,35000,Manual,19.67,1582.0,126.2,5,1050000,1,1,0,0,1,0,0
Toyota Innova,Toyota,Innova,4.0,27000,Manual,13.68,2159.5,147.51,7,1450000,1,1,0,0,1,0,0
Mahindra Thar,Maruti,Thar,3.0,28500,Manual,16.55,2159.5,105.0,6,950000,1,0,1,0,1,0,0
Hyundai i10,Hyundai,I10,9.0,55329,Manual,20.36,1197.0,78.9,5,260000,1,0,0,1,0,0,0
Mahindra XUV500,Mahindra,Xuv500,8.0,80220,Manual,15.1,2159.5,140.0,7,675000,1,1,0,0,0,0,1
Toyota Innova,Toyota,Innova,2.0,34000,Automatic,11.36,2159.5,171.5,7,1945000,0,1,0,0,1,0,0
Honda City,Hond,City,9.0,69000,Manual,17.0,1497.0,118.0,5,445000,1,1,0,0,0,0,1
Hyundai i10,Maruti,I10,6.0,27599,Manual,19.81,1086.0,68.05,5,350000,1,0,0,0,0,0,1
Maruti Ciaz,Maruti,Ciaz,4.0,45000,Manual,28.09,1248.0,88.5,5,631000,1,1,0,0,1,0,0
Volkswagen Polo,Volkswagen,Polo,4.0,35000,Manual,16.2,1199.0,74.0,5,425000,1,1,0,0,0,0,1
Renault Duster,Renault,Duster,5.0,52000,Manual,19.87,1461.0,83.8,5,575000,1,1,0,0,1,0,0
Maruti Celerio,Maruti,Celerio,6.0,33000,Manual,23.1,998.0,67.04,5,370000,1,1,0,0,0,0,1
Mahindra Thar,Mahindra,Thar,8.0,49000,Manual,16.55,2159.5,105.0,7,525000,1,1,0,0,1,0,0
Mahindra XUV500,Mahindra,Xuv500,4.0,74000,Manual,16.0,2159.5,140.0,7,1300000,1,1,0,0,1,0,0
Ford Ecosport,Ford,Ecosport,4.0,24000,Manual,22.77,1197.0,98.59,5,680000,1,1,0,0,1,0,0
Honda Amaze,Honda,Amaze,8.0,48080,Manual,25.8,1498.0,98.6,5,305000,1,1,0,0,1,0,0
Mahindra XUV500,Mahindra,Xuv500,9.0,67000,Manual,15.1,2159.5,140.0,7,525000,1,1,0,0,1,0,0
Mahindra Thar,Mahindra,Thar,4.0,24000,Manual,18.06,2159.5,63.0,7,840000,1,1,0,0,1,0,0
Honda Amaze,Honda,Amaze,6.0,68000,Manual,25.8,1498.0,98.6,5,400000,1,1,0,0,1,0,0
Datsun GO,Datsun,Go,3.0,60000,Manual,19.692493169398904,1198.0,67.0,7,375000,1,0,1,0,0,0,1
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,8.0,51000,Automatic,19.27,2143.0,167.62,5,1290000,0,1,0,0,1,0,0
Maruti Ertiga,Maruti,Ertiga,5.0,68219,Manual,24.52,1248.0,88.5,7,650000,1,1,0,0,1,0,0
Maruti Wagon R,Maruti,Wagon,5.0,120000,Manual,20.51,998.0,67.04,5,300000,1,0,1,0,0,0,1
Renault Duster,Renault,Duster,7.0,64000,Manual,19.87,1461.0,83.8,5,395000,1,1,0,0,1,0,0
Mercedes-Benz C-Class,M3Rcedes-Benz,C-Class,7.0,48000,Automatic,11.78,2143.0,167.62,5,1431000,0,1,0,0,1,0,0
Maruti Ertiga,Maruti,Ertiga,8.0,72000,Manual,25.47,1248.0,88.5,7,475000,1,1,0,0,1,0,0
Hyundai Grand,Hyundai,Grand,6.0,45000,Automatic,18.9,1197.0,82.0,5,510000,0,1,0,0,0,0,1
Mahindra Thar,Mahindra,Thar,7.0,43000,Manual,19.692493169398904,2159.5,105.0,7,470000,1,1,0,0,0,0,1
Maruti Swift Dzire,Maruti,Swift Dzire,3.0,30000,Manual,28.4,1197.0,74.02,5,700000,1,1,0,0,1,0,0
Maruti Swift Dzire,Maruti,Swift Dzire,5.0,57200,Manual,20.85,1197.0,83.14,5,450000,1,1,0,1,0,0,0
Hyundai i20,Hyundai,I20,9.0,53000,Manual,21.9,1396.0,88.8,5,299000,1,1,0,0,1,0,0
Mahindra XUV500,Mahindra,Xuv500,6.0,55000,Manual,19.692493169398904,2159.5,140.0,7,875000,1,1,0,0,1,0,0
Toyota Fortuner,Toyota,Fortuner,4.0,69000,Automatic,12.9,2159.5,174.5,7,2450000,0,1,0,0,1,0,0
Maruti Baleno,Maruti,Baleno,2.0,3000,Manual,21.01,1197.0,81.8,5,640000,1,1,0,0,0,0,1
Hyundai i20,Hyundai,I20,10.0,60000,Manual,17.0,1197.0,80.0,5,245000,1,1,0,0,0,0,1
Datsun RediGO,Datsun,Redigo,2.0,2500,Manual,22.7,799.0,53.64,5,300000,1,0,1,0,0,0,1
Maruti Alto,Maruti,Alto,7.0,62488,Manual,20.92,998.0,67.1,5,235000,1,0,0,1,0,0,0
Maruti Ciaz,Maruti,Ciaz,6.0,45000,Manual,20.73,1373.0,91.1,5,565000,1,1,0,0,0,0,1
Hyundai Verna,Hyundai,Verna,7.0,70000,Automatic,22.32,1582.0,126.32,5,585000,0,1,0,0,1,0,0
Maruti Eeco,Maruti,Eeco,6.0,37000,Manual,15.37,1196.0,73.0,5,265000,1,1,0,0,0,0,1
Maruti Wagon R,Maruti,Wagon R,1.0,7640,Manual,21.79,998.0,67.05,5,460000,1,0,0,0,0,0,1
Maruti Baleno,Maruti,Baleno,6.0,65000,Manual,21.4,1197.0,83.1,5,510000,1,1,0,0,0,0,1
Hyundai i20,Hyundai,I20,3.0,12000,Manual,18.6,1197.0,81.83,5,650000,1,1,0,0,0,0,1
Toyota Innova,Toyota,Innova,5.0,46000,Automatic,10.75,2159.5,163.7,7,1700000,0,1,0,0,0,0,1
Mahindra XUV500,Mahindr,Xuv500,6.0,70000,Manual,16.0,2159.5,140.0,7,915000,1,1,0,0,1,0,0
Volkswagen Vento,Volkswagen,Vento,10.0,68500,Manual,15.04,1598.0,103.6,5,281000,1,1,0,1,0,0,0
Hyundai Verna,Hyundai,Verna,6.0,39000,Manual,17.01,1591.0,121.4,5,625000,1,1,0,0,0,0,1
Volkswagen Polo,Volkswagen,Polo,7.0,62200,Manual,22.07,1199.0,73.9,5,350000,1,1,0,0,1,0,0
Mahindra XUV500,Mahindra,Xuv500,4.0,34000,Automatic,16.0,2159.5,140.0,7,1175000,0,1,0,0,1,0,0
Maruti Eeco,Maruti,Eeco,6.0,37000,Manual,15.37,1196.0,73.0,5,260000,1,1,0,0,0,0,1
Audi A6,Audi,A6,5.0,25000,Automatic,15.26,1798.0,174.52500000000003,5,2950000,0,1,0,1,0,0,0
Toyota Innova,Maruti,Innova,4.0,63000,Automatic,11.36,2159.5,171.5,7,1450000,0,1,0,0,1,0,0
Honda Amaze,Honda,Amaze,3.0,20000,Automatic,19.0,1199.0,88.76,5,699000,0,1,0,1,0,0,0
Maruti Swift,Maruti,Swift,6.0,39000,Manual,20.4,1197.0,81.8,5,400000,1,1,0,0,0,0,1
MG Hector,Mg,Hector,2.0,28000,Manual,17.41,1956.0,167.68,5,1650000,1,1,0,0,1,0,0
Hyundai i20,Hyundai,I20,3.0,15000,Manual,18.6,1197.0,81.83,5,620000,1,1,0,0,0,0,1
Jaguar XF,Jagua,Xf,7.0,46000,Automatic,14.74,2159.5,174.52500000000003,5,2250000,0,1,0,0,1,0,0
Ford Ecosport,Ford,Ecosport,4.0,17908,Manual,21.7,1498.0,98.96,5,730000,1,1,0,0,1,0,0
Maruti Alto,Maruti,Alto,10.0,57000,Manual,26.83,1197.0,38.4,5,172000,1,1,0,1,0,0,0
Maruti Swift,Maruti,Swift,13.0,66000,Manual,16.1,1197.0,85.0,5,170000,1,1,0,0,0,0,1
Hyundai i20,Hyunda,I20,6.0,31000,Manual,22.54,1396.0,88.73,5,480000,1,1,0,0,1,0,0
Maruti Swift Dzire,Maruti,Swift Dzire,6.0,51000,Manual,19.1,1197.0,100.59431352459016,5,399000,1,1,0,0,0,0,1
Audi A4,Audi,A4,9.0,81000,Automatic,15.2,1968.0,140.8,5,1000000,0,0,1,0,1,0,0
Maruti Vitara,Maruti,Vitara,3.0,15000,Automatic,24.3,1248.0,88.5,5,1000000,0,0,1,0,1,0,0
Maruti Dzire LXI,Marut,Dzir3 Lxi,5.0,10000,Manual,23.26,1197.0,88.5,5,500000,1,1,0,0,0,0,1
Mahindra Scorpio,Mahindra,Scorpio,6.0,53000,Manual,15.4,2159.5,120.0,8,925000,1,1,0,0,1,0,0
Maruti Swift,Maruti,Swift,14.0,65000,Manual,22.0,1197.0,81.8,5,170000,1,1,0,0,0,0,1
Hyundai Creta,Hyundai,Creta,5.0,69000,Manual,20.5,1582.0,126.2,5,825000,1,1,0,0,1,0,0
Hyundai i20,Hyunda,I20,6.0,70000,Manual,22.54,1396.0,88.73,5,590000,1,1,0,0,1,0,0
